time,accX,accY,accZ,rotX,rotY,rotZ,temp1,temp2,press
158809.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
158819.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
158829.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
158839.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
158849.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
158859.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
158869.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
158879.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
158889.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
158899.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
158909.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
158919.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
158929.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
158939.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
158949.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
158959.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
158969.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
158979.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
158989.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
158999.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159009.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159019.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159029.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159039.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159049.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159059.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159069.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159079.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159089.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159099.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159109.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159119.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159129.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159139.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159149.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159159.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159169.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159179.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159189.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159199.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159209.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159219.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159229.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159239.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159249.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159259.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159269.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159279.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159289.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159299.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159309.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159319.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159329.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159339.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159349.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159359.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159369.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159379.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159389.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159399.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159409.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159419.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159429.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159439.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159449.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159459.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159469.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159479.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159489.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159499.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159509.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159519.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159529.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159539.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159549.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159559.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159569.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159579.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159589.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159599.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159609.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159619.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159629.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159639.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159649.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159659.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159669.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159679.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159689.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159699.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159709.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159719.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159729.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159739.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159749.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159759.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159769.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159779.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159789.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159799.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159809.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159819.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159829.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159839.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159849.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159859.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159869.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159879.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159889.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159899.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159909.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159919.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159929.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159939.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159949.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159959.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159969.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159979.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159989.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
159999.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160009.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160019.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160029.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160039.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160049.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160059.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160069.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160079.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160089.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160099.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160109.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160119.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160129.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160139.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160149.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160159.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160169.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160179.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160189.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160199.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160209.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160219.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160229.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160239.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160249.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160259.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160269.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160279.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160289.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160299.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160309.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
160319.00,0.00,0.00,0.00,0.00,0.00,0.00,36.53,nan,nan
